doc_id,prediction_index,pred_label,pred_start,pred_end,pred_text
article_26,20,anecdote,2374,2441,The Green Party nominated Jill Stein at its presidential candidate
article_26,21,statistics,2445,2642,"the election were held at the time of polling, 10 percent of American voters would vote for Johnson and only 4 percent would vote for Ms. Stein, according to a recent poll from Pew Research Center"
article_26,22,statistics,2643,2722,"In the same poll, Mrs. Clinton led at 41 percent with Mr. Trump trailing at 37"
article_26,23,assumption,2725,2850,"Despite the low polling, however, both Stein's and Johnson's campaigns have seen an opportunity in this presidential election"
article_26,24,assumption,2851,2955,Clinton and Trump both have historically high unfavorability ratings over the course of their campaigns
article_26,25,testimony,2959,2995,the Monitor has previously reported
article_26,26,assumption,2998,3127,Trump's unconventional manner and controversial statements have driven away many voters who would have otherwise voted Republican
article_26,27,assumption,3138,3365,", the unexpected popularity of Sen. Bernie Sanders (I) of Vermont caused a rift in the Democratic party after Mr. Sanders was unable to secure the Democratic nomination, causing many Sanders supporters to move away from Clinton"
article_26,28,assumption,3368,3531,Both Johnson and Stein hope to capitalize on disenchanted majority parties voters in hopes that their campaigns will have a chance of facing down Clinton and Trump
article_26,29,anecdote,3532,3692,"Stein's official Facebook page reflected this strategy when it posted a photo in July bearing the slogan, ""Reject the Lesser Evil, Fight for the Greater Good!"""
article_26,30,assumption,3694,3777,But earning enough support to viably run against Trump and Clinton will not be easy
article_26,31,assumption,3966,3974,in Ohio
article_26,32,assumption,3975,4019,they will likely not appear on every ballot
article_26,33,testimony,4020,4125,"Johnson is currently missing from 8 state ballots, according to the Libertarian Party's official website"
article_26,34,testimony,4132,4188,'s campaign site says that she is missing from 15 states
article_26,35,assumption,4191,4350,"For now, the candidates' immediate goals are centered around the all-important presidential debates and the exposure the debates could bring to their campaigns"
article_26,36,assumption,4353,4432,In order for that to happen the candidates will have to overcome a major hurdle
article_26,37,testimony,4433,4712,"According to the Commission on Presidential Debates (CPD) website, candidates have to appear on enough state ballots to have a mathematical possibility of winning a majority of electoral college votes, and must have the support of at least 15 percent of voters in national polls"
article_26,38,assumption,4758,4779,necessary 15 percent
article_26,39,other,4782,4789,Get the
article_26,40,other,4805,4820,you care about
article_26,41,other,4830,4838,to your
article_26,42,assumption,4847,4912,Both campaigns are trying to gather enough support for the debate
article_26,43,anecdote,4917,5113,"Stein's campaign has even launched an online petition for the debates to ""include all Presidential candidates who have qualified for enough state ballots to be a choice for a majority of voters."""
article_26,44,assumption,5115,5166,The petition is unlikely to change the CPD's policy
article_26,45,assumption,5171,5257,both third-party candidates seem prepared to stick it out until polls close on Nov. 8
article_27,0,anecdote,11,252,"A Republican clung to a narrow lead in a hotly contested U.S. House of Representatives race in Ohio late on Tuesday, holding off a strong challenge in the reliably Republican district after a late show of support from President Donald Trump"
article_27,1,statistics,263,358,"an Troy Balderson led Democrat Danny O’Connor by about 1,700 votes with all precincts reporting"
article_27,2,testimony,368,510,"the Ohio secretary of state’s office said a final result would be delayed until more than 8,000 provisional and absentee ballots were counted"
article_27,3,assumption,513,683,The close race in the Ohio special election became a referendum on Trump’s leadership and a last chance to gauge Democratic strength ahead of November’s midterm elections
article_27,4,assumption,686,824,The narrow margin will be little comfort for Republicans anxious about the prospect of a Democratic wave heading into the Nov. 6 elections
article_27,5,assumption,829,979,it is certain to encourage Democrats who performed dramatically better than expected in a district Republicans have represented since the early 1980s
article_27,6,anecdote,1032,1269,"day when four other states held nominating contests, including a battle for governor in Michigan in which a mainstream candidate beat a progressive and a high-profile conservative challenge to the incumbent Republican governor in Kansas"
article_27,7,assumption,1272,1344,The Ohio contest drew an avalanche of national attention in recent weeks
article_27,8,statistics,1347,1374,polls showed it tightening
article_27,9,statistics,1375,1540,with Republicans and their allies outspending Democratic groups by more than 4 to 1 and running ads linking O’Connor to liberal House Democratic leader Nancy Pelosi
article_27,10,assumption,1544,1611,"’Connor, a local county official, tried to project a moderate image"
article_27,11,testimony,1612,1739,saying he would support new Democratic leadership in Congress and work with Republicans but also criticizing the Trump tax cut
article_27,12,assumption,1747,1795,took credit for the apparent Republican victory
article_27,13,testimony,1796,1935,saying on Twitter that Balderson’s campaign made “a big turn for the better” after he campaigned for him in the district on Saturday night
article_27,14,testimony,1938,2009,Balderson told supporters in Ohio: “I’d like to thank President Trump.”
article_27,15,assumption,2011,2063,Other Republicans had also rushed to Balderson’s aid
article_27,16,anecdote,2064,2126,"Ohio Governor John Kasich, a Trump critic, endorsed Balderson"
article_27,17,anecdote,2130,2164,Vice President Mike Pence visited
article_27,18,anecdote,2167,2245,Trump won the district by 11 percentage points in the White House race in 2016
article_27,19,anecdote,2249,2335,Republican Pat Tiberi won re-election to the House by a whopping 37 percentage points
article_27,20,anecdote,2346,2388,Tiberi resigned before finishing his term
article_27,21,anecdote,2389,2433,forcing the special election to replace him
article_27,22,anecdote,2498,2519,a full two-year term
article_27,23,testimony,2614,2652,", the secretary of state’s office said"
article_27,24,anecdote,2658,2675,they are tallied
article_27,25,anecdote,2754,2763,5 percent
article_27,26,testimony,2810,2910,and urged supporters on Twitter to make donations for what “could be a long and expensive recount.”
article_27,27,testimony,2913,3051,"We’re not stopping now. Tomorrow we rest and then we keep fighting through to November,” O’Connor told supporters at a post-election party"
article_27,28,assumption,3054,3249,"The Ohio district includes many of the suburban women and college-educated, affluent residents that polls show have been the sort of voters turned off by Trump’s chaotic first 19 months in office"
article_27,29,assumption,3252,3400,Democrats need to pick up 23 seats in the House and two seats in the Senate to win majorities in those chambers and put the brakes on Trump’s agenda
article_27,30,anecdote,3409,3506,"House seats, 35 of 100 Senate seats and 36 of 50 governors’ offices are up for grabs in November"
article_27,31,anecdote,3509,3576,"Michigan, Missouri, Kansas and Washington held primaries on Tuesday"
article_27,32,assumption,3577,3670,setting the stage for a number of competitive congressional and governor’s races in November
article_27,33,assumption,3673,3776,The Democratic race for governor in Michigan tested the electoral power of the party’s progressive wing
article_27,34,anecdote,3786,3964,"former Detroit health director Abdul El-Sayed lost his bid to become the country’s first Muslim governor to a more moderate Democrat, former state Senate leader Gretchen Whitmer"
article_27,35,anecdote,3974,4049,"will face Republican Bill Schuette, who was endorsed by Trump, in November"
article_27,36,statistics,4211,4305,Colyer with about 84 percent of the votes counted for the Republican gubernatorial nomination
article_27,37,testimony,4315,4451,"most of the votes in Johnson County, the state’s most populous county, had yet to be counted, according to the Kansas elections website"
article_27,38,anecdote,4454,4514,"Trump endorsed Kobach, Kansas’ secretary of state, on Monday"
article_27,39,anecdote,4515,4672,Kobach was an immigration adviser to Trump’s campaign in 2016 and vice chairman of Trump’s commission to investigate voting fraud before the panel collapsed
article_27,40,anecdote,4675,4806,"In Missouri, voters overwhelmingly decided to overturn a right-to-work law passed by the legislature that targeted union organizing"
article_27,41,anecdote,4809,5118,"Bob McCulloch, the incumbent prosecutor in St. Louis county who was criticized for his conduct following the 2014 shooting of Michael Brown in Ferguson that sparked the “Black Lives Matter” movement, also lost a primary race to Wesley Bell, a Ferguson city council member who has vowed criminal justice reform"
article_27,42,other,5121,5124,Rep
article_27,43,other,5141,5145,ites
article_28,0,other,0,1,H
article_28,1,assumption,46,342,"President-elect Donald Trump’s unforeseen election win over Hillary Clinton has ignited immediate infighting inside the Democratic Party, with progressive members lashing out at the establishment wing for failing to defeat one of the most flawed Republican presidential candidates in a generation"
article_28,2,testimony,345,526,"“There is no question there is a civil war taking place inside the Democratic Party,” said Cenk Uygur, co-founder of The Young Turks, a progressive internet-based commentary program"
article_28,3,testimony,529,572,“And the progressive side is going to win.”
article_28,4,assumption,574,640,"Progressives have long felt disaffected from the Democratic Party,"
article_28,5,assumption,640,779,often arguing elected officials cater to special interests and regularly compromise their values to work with Republicans across the aisle
article_28,6,assumption,782,919,"But Trump's electoral triumph has shattered the Democratic Party, bringing out venom that bubbled to a breaking point during the campaign"
article_28,7,anecdote,920,1025,"Last summer, WikiLeaks published hacked emails exposing top members of the Democratic National Committee"
article_28,8,assumption,1026,1204,"Those emails showed that party officials were actively working to help Clinton secure the nomination, while simultaneously sabotaging the campaign of Vermont Sen. Bernie Sanders"
article_28,9,assumption,1205,1273,who became a progressive hero in a stunning outsider run of his own
article_28,10,assumption,1276,1358,The outrage was enough to force then-chair Rep. Debbie Wasserman Schultz to resign
article_28,11,anecdote,1359,1476,"Donna Brazile was promoted from vice chair to interim chair of the party, temporarily pacifying progressive concerns"
article_28,12,other,1479,1482,Deb
article_28,13,anecdote,1485,1487,W
article_28,14,anecdote,1495,1503,Schultz
article_28,15,other,1511,1512,/
article_28,16,assumption,1527,1613,"But, following a stunning defeat Tuesday night, progressives are once again up in arms"
article_28,17,assumption,1614,1780,"They contend that the Democratic Party has allowed corporate interests to dictate its policy agenda for far too long, resulting in major losses like the one to Trump"
article_28,18,testimony,1784,1864,"It’s so obvious, I can’t believe they can’t see it,” Uygur told Business Insider"
article_28,19,testimony,1865,1916,“The Democrats have become the establishment party
article_28,20,testimony,1917,1953,And people hate the establishment.”
article_28,21,testimony,1955,2003,"Clinton “represents the establishment,” he added"
article_28,22,testimony,2004,2081,"“She looks like and acts like she’s from The Capitol in 'The Hunger Games.'"""
article_28,23,assumption,2083,2208,The most immediate battlefield for the anti-establishment war is over who will be selected as the next Democratic Party chair
article_28,24,assumption,2209,2301,"Progressives have consolidated around Rep. Keith Ellison, a reliable liberal from Minnesota"
article_28,25,assumption,2308,2388,former party chair Howard Dean represents a more establishment minded candidate
article_28,26,anecdote,2391,2508,"On Friday morning, Ellison received a significant endorsement from likely future-Senate Minority Leader Chuck Schumer"
article_28,27,assumption,2509,2573,"But to progressives, the move from Schumer did not seem sincere"
article_28,28,assumption,2574,2644,"Instead, they argued, it was one done in an attempt to maintain power"
article_28,29,testimony,2647,2782,"“Chuck is a very smart guy,” said Nomiki Konst, a Democratic strategist, former Sanders surrogate, and host of “The Filter” on Sirus XM"
article_28,30,testimony,2783,2807,“He has to be a senator
article_28,31,testimony,2808,2869,"He has the responsibility in the Senate to make things work,"
article_28,32,testimony,2873,2948,he knows probably half the Hillary supporters were much more progressive.”
article_28,33,testimony,2950,3071,"She added: “I think he knows he has a responsibility to follow the trend — otherwise, he would have a riot on his hands.”"
article_28,34,other,3073,3077,Bern
article_28,35,assumption,3112,3210,Konst has offered a number of suggestions to Democratic Party leadership on how to initiate reform
article_28,36,anecdote,3213,3312,The Democratic strategist suggested barring consultants and lobbyists from being members of the DNC
article_28,37,anecdote,3313,3495,"implementing a union membership quota, and eliminating superdelegates, Democratic Party leaders and elected officials who can vote for their candidate of choice during the primaries"
article_28,38,testimony,3499,3547,"I would call for emergency elections,” she added"
article_28,39,testimony,3548,3601,“This is crisis level — get rid of these vice chairs
article_28,40,testimony,3602,3653,A lot of these vice chairs are really bad people.”
article_28,41,testimony,3655,3977,"Ryan Williams, a former deputy national press secretary for Mitt Romney’s 2012 presidential campaign, said what is taking place inside the Democratic Party is perhaps worse than what happened when President Barack Obama defeated the Republican nominee in 2012, while Democrats retook the Senate and made gains in the House"
article_28,42,assumption,3978,4075,"Now, after Tuesday's shock results, Republicans have control of all three branches of government"
article_28,43,testimony,4078,4114,"“They are in a dark place,” he said,"
article_28,44,testimony,4122,4232,“It’s very difficult to go from a party being in control of the White House to being cast into the wilderness
article_28,45,testimony,4233,4291,The White House is the glue that holds the party together
article_28,46,testimony,4292,4361,"You have a set leader. Right now, the Democrats have no set leader.”"
article_28,47,testimony,4363,4473,Both Konst and Uygur said progressives will absolutely fight for control of the party while the vacuum is open
article_28,48,testimony,4476,4587,"Establishment Democrats, including leaders like Schumer, should not feel their positions are secure, Uygur said"
article_28,49,testimony,4591,4679,"We are going to rip you down,” he warned, speaking of the Democratic Party establishment"
article_28,50,testimony,4680,4704,“I have no use for them
article_28,51,testimony,4705,4773,I don’t know what to tell them other than we are going to beat them
article_28,52,testimony,4774,4798,I don’t want their help
article_28,53,testimony,4799,4832,I know what their incentives are
article_28,54,testimony,4833,4853,They want the money
article_28,55,testimony,4854,4888,Almost anything else is a trick.”
article_28,56,testimony,4890,5121,"The political commentator predicted that in a week progressives should win the DNC chair fight and ""firmly establish in the voters' mind — and in Washington's mind — that the progressives are right and the establishment was wrong."""
article_28,57,testimony,5123,5189,"""Having said that, the empire will strike back,"" Uygur anticipated"
article_28,58,testimony,5190,5276,"adding that progressives were more than ready for what he called the ""long war"" ahead"
article_29,0,assumption,221,284,", prompting critics to accuse him of subverting the rule of law"
article_29,1,anecdote,287,372,Trump announced on Twitter his decision to pardon pundit and filmmaker Dinesh D’Souza
article_29,2,testimony,440,575,"and was an outspoken critic of Democratic former President Barack Obama, saying he had been “treated very unfairly by our government!”"
article_29,3,anecdote,580,689,Republican president then told reporters on a flight to Houston he was also considering a pardon for Stewart
article_29,4,anecdote,690,821,"who was convicted in 2004 on charges of conspiracy, obstruction of justice and making false statements in an insider-trading probe"
article_29,5,assumption,853,1077,"as FBI director last year and has repeatedly assailed, was the lead federal prosecutor in Stewart’s case and played a role in the prosecution of Lewis “Scooter” Libby, the chief of staff to former Vice President Dick Cheney"
article_29,6,assumption,1102,1108,April
article_29,7,anecdote,1264,1333,was considering pardoning a woman convicted of a drug-related charge
article_29,8,anecdote,1339,1411,reality TV star Kim Kardashian discussed the case with him on Wednesday
article_29,9,testimony,1414,1632,"White House spokesman Hogan Gidley, briefing reporters on Air Force One as Trump later flew to Dallas for Republican fundraising events, denied that celebrity was a consideration in whom the president decides to pardon"
article_29,10,testimony,1635,1741,"“Look, there are plenty of people the president is looking at right now under the pardon process,” he said"
article_29,11,assumption,1744,1812,The U.S. Constitution gives the president the power to issue pardons
article_29,12,assumption,1817,1977,Trump sometimes has used that authority to benefit convicted figures revered by some on the political right such as former Arizona sheriff Joe Arpaio and Libby
article_29,13,assumption,1980,2165,"After D’Souza’s pardon, some constitutional scholars, legal analysts and Democratic lawmakers accused Trump of undermining the rule of law with pardons based on political considerations"
article_29,14,assumption,2356,2408,including his longtime private lawyer Michael Cohen
article_29,15,assumption,2409,2475,whose business dealings are separately under scrutiny in New York
article_29,16,testimony,2478,2702,"“Trump’s Dinesh D’Souza pardon today, on top of his pardons of Scooter Libby and Joe Arpaio, make sense only as an elephant-whistle to Michael Cohen & all who know damning things about Trump: protect me & I’ll have your back"
article_29,17,testimony,2703,2837,Turn on me & your goose is cooked. More obstruction!” Harvard Law School constitutional law professor Laurence Tribe wrote on Twitter
article_29,18,testimony,2840,3041,"“As with the pardon of Joe Arpaio, Trump is sending a message that he will reward political allies for loyalty with get-out-of-jail-free cards,” Democratic U.S. Representative Don Beyer said on Twitter"
article_29,19,testimony,3042,3083,“He doesn’t care about the rule of law.”
article_29,20,assumption,3168,3170,.”
article_29,21,anecdote,3243,3244,”
article_29,22,anecdote,3244,3415,"who donated $10,000 each to the unsuccessful 2012 U.S. Senate campaign in New York of Wendy Long, a Republican he had known since attending Dartmouth College in the 1980s"
article_29,23,anecdote,3418,3528,He was sentenced to five years of probation after telling the judge he was ashamed of his actions and contrite
article_29,24,testimony,3529,3645,"“I cannot believe how stupid I was, how careless, and how irresponsible,” D’Souza wrote in a statement to the judge"
article_29,25,assumption,3648,3713,Some conservatives complained of selective prosecution of D’Souza
article_29,26,anecdote,3714,3813,"The prosecutor, Manhattan U.S. Attorney Preet Bharara, was an Obama appointee later fired by Trump"
article_29,27,assumption,3890,3893,ara
article_29,28,testimony,3896,3997,KARMA IS A BITCH DEPT: @PreetBharara wanted to destroy a fellow Indian American to advance his career
article_29,29,testimony,4003,4049,"he got fired & I got pardoned,” D’Souza wrote"
article_29,30,testimony,4052,4269,"Bharara earlier said on Twitter: “The President has the right to pardon but the facts are these: D’Souza intentionally broke the law, voluntarily pled guilty, apologized for his conduct & the judge found no unfairness"
article_29,31,testimony,4270,4320,The career prosecutors and agents did their job.”
article_29,32,assumption,4322,4417,Stewart and Blagojevich both were involved with Trump’s “Apprentice” reality TV television show
article_29,33,anecdote,4420,4588,Blagojevich was convicted of corruption offenses including soliciting bribes for appointment to the U.S. Senate seat Obama vacated after being elected president in 2008
article_29,34,anecdote,4591,4736,"Last August, Trump pardoned Arpaio less than a month after his conviction for criminal contempt in a case involving racial profiling of Hispanics"
article_29,35,assumption,4737,4823,Arpaio was known for his crackdown on illegal immigrants in Arizona’s Maricopa County
article_29,36,anecdote,4826,4916,Libby was convicted in 2007 of lying in an investigation into the unmasking of a CIA agent
article_29,37,anecdote,4919,5019,"Trump last week posthumously pardoned boxer Jack Johnson, the first black world heavyweight champion"
article_29,38,anecdote,5020,5096,who was jailed a century ago because of his relationship with a white woman
article_29,39,other,5124,5142,and Steve Holland
article_29,40,other,5143,5180,Additional reporting by Makini Brice
article_29,41,other,5189,5208,by Will Dunham and
article_29,42,other,5214,5221,Cooney
article_30,0,other,0,6,Donald
article_30,1,assumption,32,167,"The White House blasted the outgoing head of the Office of Government Ethics, Walter Shaub, just days before he's set to leave the post"
article_30,2,assumption,173,348,"White House's statement, provided to The New York Times, came in response to Shaub's persistent criticism of the administration in the days since he announced his resignation"
article_30,3,testimony,351,656,"""Mr. Schaub's penchant for raising concerns on matters well outside his scope with the media before ever raising them with the White House — which happens to be his actual day job — is rather telling,"" White House spokesperson Lindsay Walters, said in a statement to the Times that misspelled Shaub's name"
article_30,4,testimony,659,745,"""The truth is, Mr. Schaub is not interested in advising the executive branch on ethics"
article_30,5,testimony,746,843,"He's interested in grandstanding and lobbying for more expansive powers in the office he holds."""
article_30,6,anecdote,845,1102,Walters' statement came in response to a Times interview with Shaub in which he criticized the administration's handling of ethics guidelines and made a laundry list of new proposals he recommends the government takes to help limit and handle ethical snafus
article_30,7,testimony,1105,1199,"Shaub said the administration has made the US ""pretty close to a laughingstock at this point."""
article_30,8,testimony,1201,1379,"""It's hard for the United States to pursue international anticorruption and ethics initiatives when we're not even keeping our own side of the street clean,"" Shaub told the Times"
article_30,9,testimony,1380,1409,"""It affects our credibility."
article_30,10,testimony,1409,1476,"... I think we are pretty close to a laughingstock at this point."""
article_30,11,assumption,1478,1590,Shaub was particularly critical of President Donald Trump's constant weekend trips to his clubs and golf courses
article_30,12,anecdote,1591,1717,"Just this past weekend, Trump attended the US Women's Open golf tournament being held at his Bedminster, New Jersey golf club"
article_30,13,anecdote,1718,1800,The president repeatedly promoted the event on Twitter while he was in attendance
article_30,14,testimony,1803,1875,"""It creates the appearance of profiting from the presidency,"" Shaub said"
article_30,15,testimony,1876,2025,"""Misuse of position is really the heart of the ethics program, and the internationally accepted definition of corruption is abuse of entrusted power"
article_30,16,testimony,2026,2136,"It undermines the government ethics program by casting doubt on the integrity of government decision making."""
article_30,17,assumption,2138,2375,"Shaub's recommendations included forcing presidential candidates to release their tax returns, providing the OGE with subpoena power, and giving the office additional power when it comes to dealing with presidential conflicts of interest"
article_30,18,anecdote,2383,2459,"to Trump, every major party candidate since 1976 released their tax returns"
article_30,19,assumption,2473,2534,", the victorious candidates have divested from their holdings"
article_30,20,assumption,2535,2741,"Trump, with holdings that far outpace any president before him, has not, instead allowing his two adult sons, Donald Jr. and Eric, in addition to a senior Trump Organization employee, to control his assets"
article_30,21,testimony,2744,2884,"""Other presidents have understood it is a pragmatic necessity,"" Shaub, who is joining the Campaign Legal Center after he leaves office, said"
article_30,22,testimony,2885,2946,"""This president seems to think it is a perk of high office."""
article_30,23,testimony,2948,3138,"Shaub, who was appointed by President Barack Obama to a five-year term as head of the OGE that began in January of 2013, said he did not want his role to be that of challenging the president"
article_30,24,testimony,3141,3186,"""I would not have picked this fight,"" he said"
article_30,25,testimony,3187,3241,"""But I have never been one to shy away from bullies."""
article_30,26,other,3266,3279,. Scott Apple
article_30,27,anecdote,3286,3391,Shaub announced in a letter to Trump earlier this month that he would resign ahead of the end of his term
article_30,28,anecdote,3392,3435,which was scheduled to end in January 2018
article_30,29,assumption,3436,3466,Shaub's last day is Wednesday
article_30,30,testimony,3469,3706,"In an interview with NPR shortly after his announcement, Shaub said ""the current situation has made it clear that the ethics program needs to be stronger than it is. At the Campaign Legal Center, I'll have more freedom to push for reform"
article_30,31,testimony,3707,3795,"I'll also be broadening my focus to include ethics issues at all levels of government."""
article_30,32,assumption,3797,3932,Shaub has been sharply critical of both Trump and his administration's ethical quandaries during the president's early months in office
article_30,33,assumption,3935,4096,"The OGE pushed Trump to fully divest from his businesses ahead of taking office and placing his assets into a blind trust, a move Trump subsequently did not make"
article_30,34,testimony,4097,4373,"Shaub criticized the plan that involved Donald Jr. and Eric during a speech at the Brookings Institution prior to Trump's inauguration, saying it ""doesn't meet the standards that the best of his nominees are meeting and that every president in the past four decades has met."""
article_30,35,testimony,4375,4469,"""His sons are still running the businesses, and, of course, he knows what he owns,"" Shaub said"
article_30,36,assumption,4472,4552,Shaub has had a fraught relationship with the administration in the months since
article_30,37,assumption,4689,4767,a move with which the White House later complied after initially stonewalling
article_30,38,assumption,4768,4954,"The release of the waivers showed that several top White House officials, such as counselor Kellyanne Conway and chief strategist Steve Bannon, received ethics waivers for certain areas"
article_30,39,anecdote,5025,5027,"."""
article_31,0,anecdote,0,49,Jair Bolsonaro won Brazil’s presidential election
article_31,1,assumption,50,193,"The candidate promises to go after violent crimes but has gained a reputation for, what some are calling, extreme views and offensive comments"
article_31,2,anecdote,196,473,"Brazil’s Supreme Electoral Tribunal declared Sunday that anti-establishment congressman Jair Bolsonaro, a champion of traditional Brazilian values, has won the country&aposs election for the presidency of Latin America’s biggest country and the world’s fourth-largest democracy"
article_31,3,assumption,476,696,"Bolsonaro, who cast himself as a political outsider despite a 27-year career in Congress, is the latest of several leaders around the globe to gain prominence by mixing tough, often violent talk with right-wing positions"
article_31,4,assumption,697,966,"But he also is very much a product of a political tempest in Brazil that made his messages less marginalized: widespread anger at the political class amid years of corruption, an economy that has struggled to recover after a punishing recession and a surge in violence"
article_31,5,assumption,967,1033,"The name of his party, PSL, translates to ""Social Liberal Party,"""
article_31,6,assumption,1033,1110,although it largely abandoned its socially liberal platforms after he joined
article_31,7,assumption,1113,1274,"Bolstering his rebel image is his reputation for offensive statements and sometimes extreme views, including insulting women, black people and the LGBT community"
article_31,8,testimony,1277,1446,"“I’m afraid to go out at night when it gets dark,” said Raquel Nunes, 27, a secretary from Sao Paulo and an avid Bolsonaro supporter, as The Wall Street Journal reported"
article_31,9,testimony,1447,1567,"“But he’s going to solve this, he’s going to be firm, talking didn’t get us anywhere so we need to respond with force.”"
article_31,10,anecdote,1569,1717,"In a highly unusual moment, the chief justice of the Supreme Court, Jose Dias Toffoli, read out part of the Constitution to reporters after he voted"
article_31,11,testimony,1957,1975,extreme positions
article_31,12,anecdote,1978,1991,Supporters of
article_31,13,anecdote,1993,2122,"air Bolsonaro singing the national anthem in front of his house during the presidential runoff election in Rio de Janeiro, Brazil"
article_31,14,anecdote,2123,2133,on Sunday
article_31,15,statistics,2164,2239,"With 96 percent of ballots counted, Bolsonaro had 55.5 percent of the votes"
article_31,16,statistics,2240,2303,Leftist Fernando Haddad of the Workers’ Party had 44.5 percent
article_31,17,testimony,2339,2516,"“We have everything we need to become a great nation,” Bolsonaro said Sunday night in a video broadcast on his Facebook account shortly after he won, as The New York Times noted"
article_31,18,testimony,2517,2566,“Together we will change the destiny of Brazil.”
article_31,19,assumption,2568,2756,"Voters in Sunday’s runoff election apparently looked past warnings that the brash former army captain could erode democracy, and embraced a chance for radical change after years of turmoil"
article_31,20,testimony,2759,2904,"“I feel in my heart that things will change,” said Sandra Coccato, a 68-year-old small business owner, after she voted for Bolsonaro in Sao Paulo"
article_31,21,testimony,2905,3024,"“Lots of bad people are leaving, and lots of new, good people are entering. There’s a light at the end of the tunnel.”"
article_31,22,assumption,3026,3163,Bolsonaro’s campaign first gained traction with his promises to go after violent crime in a country that leads the world in homicides and
article_31,23,assumption,3163,3230,where many Brazilians live in daily fear of muggings or burglaries
article_31,24,assumption,3239,3445,", his vows to loosen gun laws and give police a freer hand to use force against suspects also have raised concerns that a Bolsonaro presidency could lead to a bloody crackdown and an erosion of civil rights"
article_31,25,anecdote,3448,3589,"A woman donning the official Workers' Party color celebrates after voting in the presidential runoff election in Sao Paulo, Brazil, on Sunday"
article_31,26,assumption,3618,3855,"The campaign gained momentum by winning over much of the business community with promises of enacting market-friendly reforms that would reduce the size of the Brazilian state, including cutting ministries and privatizing state companies"
article_31,27,assumption,3858,3925,His divisive politics have heightened disharmony between Brazilians
article_31,28,anecdote,3928,4006,"In Rio de Janeiro, his supporters set off fireworks on iconic Copacabana Beach"
article_31,29,anecdote,4007,4123,"In Sao Paulo, Brazil’s largest city, cars horns could be heard honking and crowds celebrated as the results came in"
article_31,30,anecdote,4124,4202,"In that same city, crowds gathered on a central avenue with banners and flags"
article_31,31,anecdote,4206,4288,people cheered and set off firecrackers in other neighborhoods as results came in
article_31,32,anecdote,4351,4474,Riot police separated supporters of Bolsonaro and those of his leftist rival Haddad when they briefly scuffled in Sao Paulo
article_31,33,statistics,4477,4635,Bolsonaro went into the election the clear front-runner after getting 46 percent of the votes to Haddad’s 29 percent in the first round of the election Oct. 7
article_31,34,statistics,4638,4730,After opinion polls in recent weeks had Bolsonaro leading by as much as 18 percentage points
article_31,35,assumption,4731,4769,the race had tightened in recent days
article_31,36,assumption,4770,4818,But Haddad was unable to make up the difference
article_31,37,testimony,4822,4851,I’m not crazy about Bolsonaro
article_31,38,testimony,4852,4988,"But he is our way to keep the Workers’ Party out of office,” said Rafaela Rosa, a 32-year-old teacher, after voting Sunday in Sao Paulo"
article_31,39,testimony,4989,5050,“We have had enough corruption and now we need to clean up.”
article_31,40,other,5066,5072,Press
article_31,41,other,5084,5099,to this report
article_32,0,assumption,0,162,President Barack Obama is expected to endorse changes to the way the government collects millions of Americans&apos phone records for possible future surveillance
article_32,1,testimony,241,326,", according to three U.S. officials familiar with the White House intelligence review"
article_32,2,assumption,329,592,That move would thrust much of the decision-making on Section 215 of the USA Patriot Act toward a branch of government that is deeply divided over the future of the surveillance apparatus and in no hurry to settle their differences and quickly enact broad changes
article_32,3,assumption,593,807,Among the key decisions Obama is expected to leave to Congress is whether the National Security Agency should continue hold the trove of phone records or move the data to the phone companies or another third party
article_32,4,assumption,810,988,"In a highly anticipated speech Friday, Obama is also expected to announce broader oversight of the process that helps determine which foreign leaders the U.S. government monitors"
article_32,5,assumption,989,1146,"And he&aposs likely to back increased privacy protections for foreign citizens, a step aimed at soothing international anger over U.S. surveillance programs"
article_32,6,assumption,1176,1257,ation of a monthslong review sparked by former NSA systems analyst Edward Snowden
article_32,7,anecdote,1258,1350,who leaked a trove of classified documents about the secret surveillance programs last year
article_32,8,testimony,1353,1614,"In another revelation about NSA activities, The New York Times reported Tuesday that the agency has implanted software in nearly 100,000 computers around the world -- but not in the United States -- that allows the U.S. to conduct surveillance on those machines"
article_32,9,testimony,1617,1912,"The NSA calls the effort an ""active defense"" and has used the technology to monitor units of China&aposs Army, the Russian military, drug cartels, trade institutions inside the European Union, and sometime U.S. partners against terrorism like Saudi Arabia, India and Pakistan, the Times reported"
article_32,10,testimony,1915,2089,White House officials on Tuesday cautioned that the review Obama has been conducting is not complete and that the president could make additional decisions in the coming days
article_32,11,anecdote,2090,2169,Obama is reviewing more than 40 recommendations from a presidential commission
article_32,12,assumption,2172,2343,The U.S. judiciary threw cold water on one proposal Obama has indicated he supports: putting an independent privacy advocate on the Foreign Intelligence Surveillance Court
article_32,13,assumption,2344,2391,which currently hears only from the government
article_32,14,testimony,2392,2580,"Speaking for the entire judiciary, U.S. District Judge John D. Bates said Tuesday that appointing an independent advocate to the secret court is unnecessary and possibly counterproductive"
article_32,15,testimony,2644,2766,aposs recommendation to strip the NSA of its authority to hold Americans&apos phone records has proven difficult for Obama
article_32,16,anecdote,2767,2986,The panel proposed moving the records to the phone companies or another third party and requiring the NSA to get separate authority from the Foreign Intelligence Surveillance Court each time it wants to access the data
